Cluster Index	Z	P	-log10(P)	x	y	z	
211	7.4	6.95e-14	13.2	16	25	20
211	6.87	3.3e-12	11.5	36	7	16
211	6.66	1.35e-11	10.9	21	10	11
211	6.59	2.16e-11	10.7	23	10	10
211	6.42	6.61e-11	10.2	23	12	5
211	6.24	2.16e-10	9.67	35	17	17
210	7.38	7.98e-14	13.1	19	40	18
210	6.19	3.07e-10	9.51	23	35	22
210	5.99	1.07e-09	8.97	23	44	13
210	5.31	5.55e-08	7.26	16	42	16
210	5.13	1.43e-07	6.85	21	41	23
210	4.89	5.03e-07	6.3	18	37	23
209	5.92	1.61e-09	8.79	36	37	23
209	5.19	1.06e-07	6.98	31	39	22
209	4.57	2.49e-06	5.6	31	35	24
209	4.42	5.01e-06	5.3	31	44	21
209	4.36	6.45e-06	5.19	34	34	24
209	4.06	2.46e-05	4.61	37	40	21
208	7.16	3.95e-13	12.4	49	34	20
208	5.82	2.98e-09	8.53	52	37	17
208	5.51	1.77e-08	7.75	47	36	18
208	4.74	1.08e-06	5.97	49	34	22
207	4.41	5.06e-06	5.3	42	43	14
207	4.4	5.42e-06	5.27	41	49	17
207	4.25	1.05e-05	4.98	37	46	17
207	3.85	5.8e-05	4.24	43	51	19
207	3.52	0.000219	3.66	46	49	16
207	3.4	0.000333	3.48	39	43	15
206	4.38	5.93e-06	5.23	32	36	11
206	4.22	1.23e-05	4.91	39	44	12
206	4.2	1.34e-05	4.87	36	37	12
206	4.16	1.61e-05	4.79	40	39	10
206	3.98	3.48e-05	4.46	39	44	9
206	3.86	5.78e-05	4.24	39	40	12
205	4	3.14e-05	4.5	35	53	14
205	3.96	3.7e-05	4.43	39	51	13
205	3.93	4.3e-05	4.37	34	56	15
205	3.78	7.7e-05	4.11	38	53	13
205	3.68	0.000118	3.93	35	55	12
205	3.43	0.000307	3.51	37	57	14
204	4.82	7.34e-07	6.13	49	46	17
204	3.65	0.000131	3.88	51	44	16
203	4.88	5.26e-07	6.28	36	50	17
203	4.09	2.17e-05	4.66	33	55	17
203	3.94	4.08e-05	4.39	33	53	18
203	3.92	4.44e-05	4.35	38	51	15
202	4.66	1.61e-06	5.79	23	53	15
202	3.68	0.000115	3.94	23	51	14
202	3.64	0.000137	3.86	22	54	13
202	3.57	0.000179	3.75	24	53	17
202	3.53	0.000211	3.68	20	51	14
202	3.47	0.000262	3.58	24	49	15
201	6.42	7.02e-11	10.2	44	33	22
201	5.66	7.51e-09	8.12	44	35	22
200	4.24	1.11e-05	4.95	36	37	16
200	4.15	1.63e-05	4.79	42	43	20
200	3.73	9.73e-05	4.01	38	36	16
200	3.58	0.000173	3.76	37	40	17
200	3.56	0.000189	3.72	41	41	18
200	3.38	0.000366	3.44	40	39	15
199	4.74	1.07e-06	5.97	46	27	6
199	4.04	2.7e-05	4.57	44	31	9
199	3.96	3.69e-05	4.43	42	30	9
199	3.88	5.21e-05	4.28	45	27	8
199	3.53	0.000206	3.69	47	26	8
198	5.08	1.85e-07	6.73	41	44	4
198	3.81	7.05e-05	4.15	40	41	6
197	4.59	2.24e-06	5.65	24	16	10
197	4.53	2.89e-06	5.54	28	20	10
197	4.32	7.69e-06	5.11	25	19	9
196	4.14	1.73e-05	4.76	46	46	9
196	4.08	2.28e-05	4.64	47	44	9
196	3.49	0.000239	3.62	43	48	9
196	3.37	0.000379	3.42	49	44	10
196	3.35	0.000407	3.39	42	46	7
196	3.33	0.000427	3.37	45	46	6
195	4.43	4.62e-06	5.33	51	20	8
195	4.33	7.32e-06	5.14	47	16	10
195	3.74	9.31e-05	4.03	50	16	8
195	3.53	0.000207	3.69	45	17	11
194	4.19	1.41e-05	4.85	25	42	6
194	4.14	1.71e-05	4.77	24	41	3
194	3.35	0.000402	3.4	23	44	5
193	4.6	2.06e-06	5.69	20	46	9
193	3.58	0.000173	3.76	21	43	7
192	4.21	1.3e-05	4.88	48	44	13
191	4.4	5.36e-06	5.27	38	5	9
191	4.09	2.13e-05	4.67	37	8	8
191	4.02	2.92e-05	4.54	40	12	5
190	5.39	3.57e-08	7.45	37	24	27
190	5.19	1.07e-07	6.97	38	26	27
190	3.71	0.000103	3.99	38	25	25
189	4.63	1.79e-06	5.75	52	18	20
189	4.56	2.54e-06	5.6	53	24	20
189	4.33	7.37e-06	5.13	52	22	20
189	3.97	3.54e-05	4.45	54	21	19
188	4.65	1.64e-06	5.78	41	29	25
187	5.46	2.4e-08	7.62	31	27	27
187	3.81	6.93e-05	4.16	28	29	27
187	3.76	8.53e-05	4.07	29	28	25
186	4.23	1.18e-05	4.93	29	57	13
185	4.26	1.02e-05	4.99	35	37	6
185	3.49	0.000244	3.61	33	36	6
185	3.44	0.000287	3.54	34	40	7
184	3.88	5.2e-05	4.28	53	28	15
183	3.9	4.78e-05	4.32	55	27	12
183	3.53	0.000211	3.68	54	23	12
183	3.43	0.0003	3.52	55	25	13
182	3.5	0.000229	3.64	44	55	18
182	3.48	0.000254	3.6	42	55	20
182	3.27	0.000541	3.27	39	55	19
181	3.96	3.78e-05	4.42	25	23	15
181	3.87	5.38e-05	4.27	29	26	16
180	3.82	6.76e-05	4.17	55	22	17
180	3.19	0.000703	3.15	53	25	17
179	3.75	8.78e-05	4.06	19	40	4
178	3.62	0.000147	3.83	41	17	15
178	3.23	0.000616	3.21	41	19	15
177	4.17	1.54e-05	4.81	16	29	12
176	4.36	6.6e-06	5.18	28	55	17
175	4.3	8.59e-06	5.07	51	27	8
174	4.73	1.11e-06	5.96	52	29	17
173	4.69	1.35e-06	5.87	47	43	7
172	3.86	5.62e-05	4.25	32	36	19
171	4.18	1.47e-05	4.83	29	37	17
170	4.62	1.93e-06	5.71	34	18	25
169	3.76	8.44e-05	4.07	50	49	14
169	3.65	0.00013	3.89	48	49	14
168	3.6	0.000158	3.8	38	57	17
167	4.98	3.22e-07	6.49	31	56	20
166	4.49	3.49e-06	5.46	50	19	22
165	4.17	1.52e-05	4.82	49	17	3
164	4.12	1.93e-05	4.71	26	30	3
163	3.7	0.000106	3.98	41	28	6
162	4.42	5e-06	5.3	39	50	11
161	3.97	3.6e-05	4.44	34	42	13
161	3.66	0.000127	3.9	32	42	13
160	3.45	0.000282	3.55	49	26	17
160	3.4	0.000335	3.48	51	25	16
159	3.93	4.32e-05	4.36	22	53	22
158	4.08	2.22e-05	4.65	42	50	13
157	4.55	2.67e-06	5.57	27	57	20
157	4.15	1.65e-05	4.78	25	57	18
156	3.88	5.31e-05	4.27	16	40	7
155	3.87	5.44e-05	4.26	34	30	26
154	3.56	0.000185	3.73	20	25	26
153	4.03	2.73e-05	4.56	35	37	8
152	4.06	2.45e-05	4.61	49	22	18
151	4.28	9.18e-06	5.04	53	25	22
151	3.38	0.000361	3.44	51	25	21
150	3.57	0.000181	3.74	13	32	17
149	3.42	0.000312	3.51	47	14	22
148	3.66	0.000125	3.9	38	23	4
147	3.4	0.000336	3.47	36	40	19
146	3.93	4.31e-05	4.37	39	24	15
145	3.88	5.28e-05	4.28	36	22	26
144	3.82	6.66e-05	4.18	47	14	3
144	3.72	0.000101	4	46	12	4
143	3.93	4.3e-05	4.37	42	38	3
142	4.3	8.45e-06	5.07	29	28	22
141	3.88	5.22e-05	4.28	31	17	26
140	4.08	2.24e-05	4.65	42	23	27
139	3.67	0.000123	3.91	37	5	11
138	3.36	0.000386	3.41	35	52	22
137	4.48	3.76e-06	5.43	33	47	10
136	3.55	0.000191	3.72	54	30	10
135	3.86	5.66e-05	4.25	36	7	6
134	3.62	0.000147	3.83	28	17	9
133	3.33	0.00043	3.37	43	13	10
132	3.42	0.000318	3.5	45	26	26
131	3.6	0.00016	3.8	35	23	28
130	3.8	7.1e-05	4.15	23	52	19
129	3.24	0.000597	3.22	47	38	22
128	3.52	0.000216	3.67	51	31	14
127	3.25	0.000584	3.23	51	41	19
126	4.11	2e-05	4.7	22	56	17
125	3.27	0.000543	3.27	27	47	19
124	4.17	1.55e-05	4.81	43	11	22
123	3.63	0.00014	3.86	30	32	19
122	3.27	0.000537	3.27	41	56	15
121	4.11	2e-05	4.7	42	7	16
120	3.17	0.000769	3.11	38	34	21
119	3.76	8.65e-05	4.06	31	58	18
118	4.53	2.95e-06	5.53	41	51	21
117	3.69	0.00011	3.96	16	33	21
116	3.36	0.000389	3.41	22	20	9
115	3.43	0.000304	3.52	35	38	10
114	3.28	0.000517	3.29	35	52	20
113	3.33	0.000435	3.36	35	33	26
112	3.74	9.15e-05	4.04	33	42	9
111	3.43	0.000302	3.52	36	14	9
110	4.09	2.12e-05	4.67	42	7	9
109	3.39	0.000346	3.46	52	21	10
108	3.93	4.17e-05	4.38	19	41	24
107	3.36	0.00039	3.41	44	27	10
106	3.55	0.000195	3.71	36	17	7
105	3.9	4.73e-05	4.33	54	31	8
104	3.3	0.000485	3.31	25	46	7
103	3.28	0.000517	3.29	39	34	24
102	3.46	0.000266	3.57	32	22	11
101	3.28	0.000514	3.29	42	24	11
100	3.65	0.000131	3.88	44	44	11
99	3.64	0.000135	3.87	17	23	24
98	4.06	2.45e-05	4.61	38	13	4
97	3.26	0.000563	3.25	23	49	23
96	3.83	6.46e-05	4.19	22	38	3
95	3.79	7.65e-05	4.12	9	28	12
94	3.17	0.000752	3.12	31	40	12
93	3.54	0.000203	3.69	38	38	27
92	3.86	5.74e-05	4.24	10	23	13
91	3.92	4.45e-05	4.35	44	39	7
90	3.29	0.000498	3.3	36	32	13
89	3.84	6.28e-05	4.2	18	23	2
88	3.37	0.00038	3.42	31	49	10
87	3.16	0.000799	3.1	20	31	26
86	3.97	3.64e-05	4.44	29	16	26
85	3.12	0.000916	3.04	32	43	26
84	3.18	0.000743	3.13	38	20	21
83	3.18	0.000731	3.14	30	47	25
82	3.25	0.000585	3.23	34	26	27
81	3.31	0.000461	3.34	50	16	21
80	3.51	0.000221	3.65	25	11	21
79	3.63	0.000139	3.86	31	25	28
78	3.43	0.000307	3.51	30	22	27
77	3.24	0.000589	3.23	27	52	22
76	3.84	6.1e-05	4.21	47	44	22
75	3.18	0.000725	3.14	13	38	22
74	3.11	0.000934	3.03	42	27	22
73	3.25	0.000574	3.24	36	27	23
72	3.45	0.000283	3.55	26	49	23
71	4.37	6.35e-06	5.2	40	10	22
70	3.3	0.000488	3.31	50	41	21
69	3.67	0.000122	3.92	44	37	24
68	3.67	0.000122	3.91	21	22	25
67	3.12	0.000897	3.05	24	24	25
